manufacturer,model,year,mileage,engine,transmission,drivetrain,fuel_type,mpg,exterior_color,interior_color,accidents_or_damage,one_owner,personal_use_only,seller_name,seller_rating,driver_rating,driver_reviews_num,price_drop,price
Chrysler,Town & Country Touring-L,2014,171674.0,3.6L V6 24V MPFI DOHC Flexible Fuel,Automatic,Front-wheel Drive,E85 Flex Fuel,17-25,Billet Silver Metallic Clearcoat,Black,,,,Mcclane Motor Sales Inc,,4.6,127.0,,7500.0
Lexus,ES 350 Base,2020,17992.0,3.5L V6 24V PDI DOHC,8-Speed Automatic,Front-wheel Drive,Gasoline,22-32,Gray,Black,0.0,1.0,1.0,Victorville Chevrolet Cadillac,3.7,4.9,54.0,,36944.0
Jeep,Grand Cherokee L Limited 4x4,2022,8232.0,3.6L V6 24V VVT,Automatic,Four-wheel Drive,Gasoline,,Black,Global Black,0.0,1.0,1.0,Browns Chrysler Dodge Jeep Ram,3.8,3.8,9.0,1849.0,45168.0
Porsche,Cayenne Base,2019,54442.0,3.0L V6 24V GDI DOHC Turbo,8-Speed Automatic,AWD,Gasoline,19-23,Black,Black,0.0,0.0,1.0,Porsche of Nashville,,4.7,24.0,,48798.0
Honda,Odyssey,2020,73186.0,,10 Speed Automatic,,,,Lunar Silver Metallic,Mocha,0.0,0.0,0.0,Ray Price Auto Park Rt 33,,4.7,53.0,955.0,28977.0
Buick,Encore Premium,2018,52144.0,1.4L I4 16V MPFI DOHC Turbo,6-Speed Automatic,Front-wheel Drive,Gasoline,25-33,White Frost Tri-Coat,Shale,0.0,0.0,0.0,Hertz Car Sales Morrow,,4.8,190.0,,19753.0
Jeep,Compass Limited,2018,63839.0,2.4L I4 16V MPFI SOHC,9-Speed Automatic,Four-wheel Drive,Gasoline,22-30,Blue,Black,1.0,0.0,1.0,xDrive Motors Inc.,3.5,4.5,428.0,1140.0,20559.0
Kia,Stinger Premium,2018,58065.0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,,Gasoline,29,White,Black,1.0,1.0,0.0,CarMax Maple Shade - Offering Express Pickup and Home Delivery,,4.7,156.0,,28998.0
Honda,Insight Touring,2019,41659.0,1.5L I4 16V MPFI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid,51-45,White,Gray,0.0,0.0,0.0,CarMax Gulf Freeway - Offering Express Pickup and Home Delivery,,4.7,76.0,,27998.0
Subaru,Crosstrek Limited,2021,9664.0,2.5L H4 16V GDI DOHC,Automatic CVT,All-wheel Drive,Gasoline,27-34,Crystal White Pearl,Black,0.0,1.0,1.0,Audi Sioux Falls,,4.8,81.0,1600.0,31595.0
GMC,Acadia SLT-2,2019,38584.0,3.6L V6 24V GDI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline,18-25,Summit White,Jet Black,0.0,1.0,1.0,Jimmy Vasser Chevrolet of Napa,,4.8,133.0,110.0,30780.0
Kia,Stinger Premium,2018,36001.0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-29,Blue,Black,0.0,0.0,1.0,AutoNation USA St. Louis,3.4,4.7,156.0,692.0,32485.0
Buick,Envision Preferred,2019,37689.0,2.5L I4 16V GDI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline,22-29,Satin Steel Metallic,Light Neutral,1.0,0.0,1.0,Driveline Used Cars Murrieta,3.5,4.7,72.0,,19997.0
Toyota,Prius IV,2010,143589.0,"1.8L I-4 DOHC, VVT-i variable valve control, engine with 98HP",CVT,Front-wheel Drive,Gasoline,51-48,Black,,0.0,0.0,1.0,Modern Classic Motors,4.2,4.6,297.0,1000.0,10494.0
RAM,1500 Classic SLT,2020,100297.0,5.7L V8 16V MPFI OHV,8-Speed Automatic,Four-wheel Drive,Gasoline,16-23,Billet Silver Metallic Clearcoat,Black,0.0,1.0,0.0,Show Me Auto Mall,3.9,4.7,20.0,579.0,27900.0
Chevrolet,Bolt EUV Premier,2022,3002.0,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Summit White,Jet Black,0.0,1.0,1.0,Mercedes-Benz of Oakland,,4.2,6.0,1000.0,34986.0
Mercedes-Benz,CL-Class CL 63 AMG,2008,80473.0,518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Rear-wheel Drive,Gasoline,,Black,Black,,,,,,4.9,13.0,,25000.0
Ford,Mustang GT,2010,188886.0,4.6L V8 24V MPFI SOHC,5-Speed Automatic,Rear-wheel Drive,Gasoline,16-24,,,1.0,0.0,1.0,Top Motors LLC,,4.7,138.0,,9495.0
Ford,Edge Titanium,2017,94626.0,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Front-wheel Drive,Gasoline,20-29,Black,,0.0,0.0,0.0,Fiesta Motors,4.0,4.7,293.0,,19900.0
BMW,430 Gran Coupe i,2022,8525.0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,25-34,Alpine White,Black,0.0,0.0,0.0,Tulley Automotive Group,4.4,5.0,2.0,1000.0,41995.0
RAM,ProMaster City SLT,2015,80554.0,2.4L I4 16V MPFI SOHC,9-Speed Automatic,Front-wheel Drive,Gasoline,21-29,White,Black,0.0,1.0,1.0,Done Deal Motors,4.3,4.2,11.0,,17990.0
Honda,Fit Sport,2018,51609.0,1.5L I4 16V GDI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,31-36,Gray,Black,1.0,0.0,1.0,Gee NW Auto Lending,,4.7,96.0,486.0,18749.0
Volkswagen,Jetta 1.4T SEL,2021,14376.0,1.4L I4 16V GDI DOHC Turbo,8-Speed Automatic,Front-wheel Drive,Gasoline,29-39,Platinum Gray Metallic,Black,0.0,1.0,1.0,Volkswagen of Cool Springs,2.2,4.4,24.0,139.0,26853.0
Nissan,Frontier PRO-4X,2018,48216.0,4.0L V6 24V MPFI DOHC Flexible Fuel,5-Speed Automatic,Four-wheel Drive,E85 Flex Fuel,15-21,Black,Gray,0.0,0.0,1.0,Efkamp Auto Sales Urbandale,,4.6,110.0,2000.0,27500.0
Lexus,RX 400h,2007,186666.0,3.3L V6 24V MPFI DOHC Hybrid,Automatic CVT,All-wheel Drive,Hybrid,31-27,White,Tan,1.0,0.0,1.0,Let's Go Auto of Columbia,,4.7,34.0,,7600.0
Dodge,Charger Scat Pack,2020,21883.0,6.4L V8 16V MPFI OHV,8-Speed Automatic,Rear-wheel Drive,Gasoline,15-24,Indigo Blue,Black,0.0,1.0,1.0,Apollo Auto Sales,4.6,4.8,57.0,,47997.0
Porsche,Panamera 4S,2017,35070.0,"2.9L V-6 gasoline direct injection, DOHC, VarioCam Plus variable",Automatic,All-wheel Drive,Gasoline,21-28,Black,Black,0.0,0.0,1.0,AutoQ Car & Truck Sales,,4.8,10.0,400.0,69591.0
Chevrolet,Trax LT,2015,21200.0,"Ecotec 1.4L I-4 DOHC, variable valve control, intercooled turbo,",Automatic,All-wheel Drive,Gasoline,24-31,Blaze Red,Jet Black,0.0,1.0,1.0,Bob Robinson Chevrolet Buick GMC Cadillac,,4.2,96.0,,17778.0
Chevrolet,Trax LT,2020,22368.0,1.4L I4 16V MPFI DOHC Turbo,6-Speed Automatic,Front-wheel Drive,Gasoline,26-31,Mosaic Black Metallic,Jet Black,1.0,0.0,1.0,Golden Circle Chevrolet,5.0,4.5,105.0,365.0,21178.0
INFINITI,Q50 Sport,2014,120721.0,3.7L V6 24V MPFI DOHC,7-Speed Automatic,All-wheel Drive,Gasoline,19-27,Malbec Black,Graphite,0.0,0.0,1.0,Ken Ganley Chrysler Dodge Jeep Ram Aurora,4.6,4.5,138.0,634.0,15436.0
Audi,A3 Premium Plus,2023,4201.0,I4,Automatic,All-wheel Drive,Gasoline,,Florett Silver Metallic,Black,0.0,1.0,0.0,Audi North Scottsdale,4.8,,0.0,1263.0,45690.0
Mercedes-Benz,S-Class S 580 4MATIC,2021,8352.0,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,All-wheel Drive,Gasoline,,designo Diamond White,Black,0.0,0.0,1.0,Luxury Auto Collection,,,0.0,2500.0,109500.0
Lexus,ES 350 Luxury,2020,16061.0,3.5L V6 24V PDI DOHC,8-Speed Automatic,Front-wheel Drive,Gasoline,22-32,Silver,Black,1.0,1.0,1.0,Alpha Motorsports Fredericksburg,4.6,4.9,54.0,500.0,38500.0
Nissan,Maxima 3.5 SV,2022,25738.0,3.5L V6 24V GDI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,20-30,Black,Charcoal,0.0,1.0,0.0,Hertz Car Sales Bonita Springs,,4.6,1.0,1359.0,26169.0
Kia,Forte LX,2023,1160.0,2.0L I4 16V MPFI DOHC,Automatic,Front-wheel Drive,Gasoline,,Blue,Black,0.0,1.0,0.0,CarMax Danvers - Offering Express Pickup and Home Delivery,,4.9,5.0,,23998.0
Toyota,Camry XSE,2019,36495.0,2.5L I4 16V PDI DOHC,8-Speed Automatic,Front-wheel Drive,Gasoline,28-39,Wind Chill Pearl,Black,0.0,0.0,1.0,AutoNation Toyota Cerritos,4.5,4.8,313.0,798.0,28997.0
Honda,Ridgeline Sport,2021,16191.0,"3.5L V-6 gasoline direct injection, i-VTEC variable valve contro",Automatic,All-wheel Drive,Gasoline,18-24,Radiant Red Metallic II,Black,0.0,1.0,1.0,Tuscaloosa Mazda,,4.7,28.0,213.0,34988.0
Kia,Optima LX,2020,71369.0,2.4L I4 16V GDI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline,24-32,Sparkling Silver,Black,0.0,1.0,0.0,Dale Spradley Kia,,4.8,69.0,,20590.0
Land Rover,Range Rover Sport HSE,2019,42839.0,3.0L V6 24V GDI DOHC Supercharged,8-Speed Automatic,Four-wheel Drive,Gasoline,17-23,Byron Blue,Ebony/Ebony/Ebony/Ebony,0.0,1.0,1.0,Audi Central Houston,4.1,4.7,11.0,,53999.0
BMW,135 i,2010,40029.0,3.0L I6 24V GDI DOHC Twin Turbo,6-Speed Automatic,Rear-wheel Drive,Gasoline,17-26,Alpine White,Savanna Beige,0.0,0.0,1.0,BMW of Palm Springs,4.8,4.5,14.0,,17988.0
Volkswagen,Jetta 1.4T S,2021,47585.0,1.4L I4 16V GDI DOHC Turbo,8-Speed Automatic,Front-wheel Drive,Gasoline,29-39,Tornado Red,Titan Black,0.0,0.0,1.0,CarMax Jacksonville - Offering Express Pickup and Home Delivery,,4.4,24.0,1000.0,21998.0
Chevrolet,Corvette,2022,2432.0,,,,,,Red,,0.0,0.0,1.0,Grieco Chevrolet Delray,3.7,4.4,9.0,200.0,98275.0
Toyota,Tacoma SR,2022,871.0,3.5L V6 24V PDI DOHC,6-Speed Automatic,Four-wheel Drive,Gasoline,18-22,White,Cement,0.0,1.0,1.0,Ressler Chevrolet,,4.6,8.0,999.0,39992.0
Mercedes-Benz,C-Class C300 4MATIC,2008,123976.0,3.0L V6 OHV,7-Speed Automatic,All-wheel Drive,Gasoline,17-25,Blue,Beige,0.0,0.0,1.0,BG Motorcars,3.9,4.5,96.0,500.0,8999.0
Honda,Odyssey,2019,60614.0,,9 Speed Automatic,,,,White Diamond Pearl,Beige,0.0,0.0,0.0,Randy Kuehl Honda,4.8,4.6,135.0,,30899.0
BMW,M4 Competition xDrive,2022,6005.0,3.0L I6 24V GDI DOHC Twin Turbo,8-Speed Automatic with Overdrive,All-wheel Drive,Gasoline,,Brilliant White Metallic,Black,0.0,1.0,1.0,D-Patrick Motoplex,4.7,,0.0,,86995.0
BMW,X3 sDrive30i,2020,59376.0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,25-29,Jet Black,Black,0.0,1.0,0.0,Car Revolution,3.6,4.9,51.0,3114.0,26946.0
Mercedes-Benz,GL-Class GL 450 4MATIC,2007,142560.0,4.6L V8 32V MPFI DOHC,7-Speed Automatic,All-wheel Drive,Gasoline,14-18,Black,Black,0.0,0.0,1.0,BG Motorcars,3.9,4.3,42.0,,7998.0
Lexus,RX 350 Base,2014,30652.0,3.5L V6 24V MPFI DOHC,6-Speed Automatic,FWD,Gasoline,18-25,Gold,Cream,1.0,1.0,1.0,CarMax Miami (International Mall) - Offering Express Pickup and Home Delivery,,4.7,61.0,,26998.0
Jeep,Grand Cherokee Limited,2021,17362.0,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Four-wheel Drive,Gasoline,18-25,Granite Crystal Clearcoat Metallic,Black,0.0,1.0,1.0,Dover Dodge Route 15 Used Car Center,4.9,4.6,61.0,2107.0,44995.0
RAM,1500 Classic Big Horn,2019,88261.0,5.7L V8 16V MPFI OHV,8-Speed Automatic,Rear-wheel Drive,Gasoline,15-22,Bright White Clearcoat,Diesel Gray / Black,0.0,0.0,0.0,Johnson Hyundai of Cary,3.9,4.7,143.0,789.0,26988.0
Jeep,Wrangler Rubicon,2016,47046.0,3.6L V6 24V MPFI DOHC,6-Speed Manual,Four-wheel Drive,Gasoline,17-21,Bright White Clearcoat,Black,0.0,0.0,1.0,Chilson Dodge Chrysler Jeep RAM,4.8,4.6,78.0,,34000.0
Honda,CR-V LX,2020,46702.0,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,FWD,Gasoline,28-34,White,Beige,0.0,1.0,1.0,Honda of Serramonte,4.6,4.8,274.0,,24999.0
Jeep,Compass Latitude,2019,34169.0,2.4L I4 16V MPFI SOHC,9-Speed Automatic,Four-wheel Drive,Gasoline,22-31,Granite Crystal Metallic,Black,0.0,1.0,1.0,Global Auto Mall,4.1,4.5,164.0,100.0,22780.0
RAM,1500 SLT,2013,87788.0,5.7L V8 16V MPFI OHV,8-Speed Automatic,Four-wheel Drive,Gasoline,16-23,Silver,Diesel Gray / Black,0.0,0.0,1.0,CV Wholesale,,4.6,165.0,4000.0,22990.0
Lexus,RX 350 F Sport,2017,77829.0,3.5L V6 24V MPFI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline,19-26,Atomic Silver,Rioja Red,0.0,1.0,1.0,BMW of Bowling Green,,4.7,265.0,300.0,33288.0
Audi,Q5 40 Premium Plus,2020,46585.0,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,All-wheel Drive,Gasoline,22-28,Brilliant Black,Black,0.0,1.0,0.0,ALM Hyundai of Florence,3.9,4.7,31.0,,33895.0
Volvo,XC90 T6 Inscription,2021,22813.0,"Drive-E 2L I-4 gasoline direct injection, DOHC, variable valve c",Automatic,All-wheel Drive,Gasoline,19-28,Crystal White Metallic,Blond,0.0,1.0,0.0,Parkway Hyundai of Wilmington,,5.0,21.0,,52999.0
Subaru,Crosstrek Limited,2021,14992.0,2.5L H4 16V GDI DOHC,Automatic CVT,All-wheel Drive,Gasoline,27-34,Plasma Yellow Pearl,Black,1.0,1.0,1.0,Nate Wade Subaru,4.8,4.8,81.0,200.0,29500.0
Toyota,Sienna LE,2008,186100.0,3.5L V6 24V MPFI DOHC,5-Speed Automatic,Front-wheel Drive,Gasoline,19-26,Teal,Gray,0.0,0.0,1.0,Flying Wheels Inc,,4.6,69.0,,6500.0
Volkswagen,Golf TSI S 4-Door,2017,81714.0,1.8L I4 16V GDI DOHC Turbo,6-Speed Automatic,Front-wheel Drive,Gasoline,,Platinum Gray Metallic,Titan Black,1.0,0.0,0.0,Midway Auto Group,2.8,4.9,42.0,,14550.0
Audi,Q3 2.0T Sport Premium,2018,59296.0,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Front-wheel Drive,Gasoline,20-28,Cortina White,Chestnut Brown,0.0,0.0,1.0,Bomnin Chevrolet West Kendall,4.9,4.8,52.0,1000.0,21490.0
Jeep,Gladiator Rubicon,2020,15495.0,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Four-wheel Drive,Gasoline,16-23,Hydro Blue Pearlcoat,Black,0.0,1.0,1.0,Sands Chevrolet - Surprise,4.0,4.6,155.0,1008.0,54750.0
Porsche,Panamera E-Hybrid 4,2023,4623.0,2.9L V6 24V GDI DOHC Twin Turbo Hybrid,8-Speed Automatic,All-wheel Drive,Hybrid,,Gentian Blue Metallic,Black,0.0,1.0,1.0,Porsche Tysons Corner,4.5,,0.0,5000.0,117500.0
Dodge,Ram 1500 SLT,2011,138734.0,"HEMI 5.7L V-8 variable valve control, engine with cylinder deact",Automatic,Four-wheel Drive,Gasoline,13-18,Deep Cherry Red Crystal Pearlcoat,Dark Slate/Medium Graystone,,,,Simms Auto Sales,,4.6,291.0,,12495.0
Toyota,Corolla S,2009,130652.0,"1.8L I-4 DOHC, VVT-i variable valve control, engine with 132HP",Automatic,Front-wheel Drive,Gasoline,27-35,RED,Dark Charcoal,0.0,1.0,1.0,A & J Auto Group,,4.3,157.0,,10000.0
Chevrolet,Tahoe High Country,2021,48971.0,6.2L V8 16V GDI OHV,10-Speed Automatic,Four-wheel Drive,Gasoline,14-19,White,Mojave,0.0,1.0,0.0,Runde Chevrolet-Buick-GMC,4.8,4.4,41.0,369.0,66820.0
Cadillac,SRX Performance Collection,2015,98662.0,3.6L V6 24V GDI DOHC,6-Speed Automatic,All-wheel Drive,Gasoline,16-23,Black Raven,Ebony,0.0,0.0,1.0,Widrick Auto Sales,,4.7,112.0,,17499.0
Dodge,Durango GT,2021,28357.0,3.6L V6 24V MPFI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline,18-25,DB Black Clearcoat,Black,0.0,1.0,0.0,Gulf Auto Direct,4.9,4.7,28.0,300.0,35990.0
Jeep,Gladiator Rubicon,2021,33958.0,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Four-wheel Drive,Gasoline,16-23,Black Clearcoat,Black,1.0,0.0,1.0,Sewell Ford Lincoln,4.3,4.9,59.0,,48500.0
Jeep,Wrangler JK Unlimited Sport,2018,38876.0,3.6L V6 24V MPFI DOHC,5-Speed Automatic,Four-wheel Drive,Gasoline,16-21,Black Clearcoat,Black,0.0,0.0,0.0,Don Vance Chrysler Dodge Jeep Ram,4.1,4.8,197.0,,29975.0
BMW,X5 sDrive35i,2015,55720.0,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,19-27,Black,Canberra Beige,0.0,0.0,1.0,CarMax Modesto - Offering Express Pickup and Home Delivery,,4.7,98.0,1000.0,28998.0
Audi,Q7 3.0T Premium,2011,112242.0,3.0L V6 24V GDI DOHC Supercharged,8-Speed Automatic,AWD,Gasoline,16-22,Teak Brown Metallic,,0.0,0.0,1.0,Hawthorne Motors Express,4.4,4.5,17.0,,11900.0
Ford,F-250 Lariat,2022,13865.0,6.7L V8 32V DDI OHV Turbo Diesel,10-Speed Automatic,Four-wheel Drive,Diesel,,Agate Black Metallic,Black Onyx,0.0,0.0,0.0,Huntley Ford,3.5,4.7,2.0,,76976.0
Nissan,Altima 2.5 SR,2019,99296.0,2.5L I4 16V GDI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,27-37,White,Sport Interior,0.0,1.0,1.0,Y2K Auto Sales,,4.7,153.0,509.0,17442.0
Toyota,Sequoia Limited,2017,82414.0,5.7L V8 32V MPFI DOHC,6-Speed Automatic,Four-wheel Drive,Gasoline,13-17,White,,1.0,0.0,1.0,Auto Buying Service,3.3,4.6,16.0,1000.0,35995.0
BMW,328 i xDrive,2011,70209.0,3.0L,Automatic 6-Speed,All-wheel Drive,Gasoline,26-26,White,Black,0.0,0.0,0.0,Absolute Auto Solutions,1.9,4.5,229.0,,11600.0
Dodge,Grand Caravan SXT,2020,70514.0,"Pentastar 3.6L V-6 DOHC, VVT variable valve control, engine with",Automatic,Front-wheel Drive,Gasoline,17-25,Brilliant Black Crystal Pearlcoat,Black/Light Graystone,0.0,1.0,0.0,Kayser Chrysler Center Watertown,4.7,4.5,7.0,244.0,20962.0
Toyota,Highlander Hybrid Limited,2020,39604.0,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,All-wheel Drive,Hybrid,35-34,Opulent Amber,Black,1.0,1.0,1.0,Gettel Toyota of Charlotte County,4.6,4.6,26.0,770.0,44286.0
Kia,K5 GT-Line,2021,74778.0,1.6L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,26-34,Ebony Black,Black,0.0,1.0,1.0,Kia of Cleveland,3.9,4.6,71.0,,28981.0
Jeep,Cherokee Latitude Plus,2018,125952.0,3.2L V6 24V MPFI DOHC,9-Speed Automatic,Four-wheel Drive,Gasoline,21-28,Billet Silver Metallic Clearcoat,Black,0.0,0.0,1.0,Tom Wood Honda,4.1,4.7,277.0,770.0,19715.0
Chrysler,Voyager LXI,2021,57879.0,3.6L V6 24V MPFI DOHC,9-Speed Automatic,Front-wheel Drive,Gasoline,19-28,Bright White Clearcoat,Black,0.0,1.0,0.0,AMG Auto,2.4,5.0,1.0,,19800.0
Volkswagen,Tiguan 2.0T SE R-Line Black,2022,35360.0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Front-wheel Drive,Gasoline,23-30,Deep Black Pearl Effect,Gray,0.0,1.0,0.0,Mercedes-Benz of North Orlando,4.7,3.6,8.0,791.0,30990.0
BMW,X5 3.0si,2008,139319.0,3.0L I6 24V MPFI DOHC,6-Speed Automatic,All-wheel Drive,Gasoline,15-21,Champagne,Tan,0.0,0.0,1.0,East Coast Motors of New Jersey,,4.3,61.0,1000.0,6990.0
Land Rover,Range Rover Sport 3.0L Supercharged SE,2017,56684.0,3.0L V6 24V GDI DOHC Supercharged,8-Speed Automatic,Four-wheel Drive,Gasoline,17-23,Santorini Black,Almond / Espresso / Ivory,0.0,0.0,1.0,Santa Monica Suvs,,4.8,38.0,,37995.0
Honda,HR-V EX,2020,22291.0,Regular Unleaded I-4 1.8 L/110,Variable,All-wheel Drive,Gasoline,26-31,Lunar Silver Metallic   Si,Black   Bk,0.0,1.0,0.0,Honda of Freehold,4.7,4.8,65.0,,24982.0
Ford,Bronco Sport Big Bend,2022,10540.0,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Four-wheel Drive,Gasoline,25-28,Bronze Smoke Metallic,Ebony,0.0,1.0,1.0,Fairway Ford Henderson,,4.6,10.0,,32992.0
Lexus,RX 350 Base,2013,102948.0,3.5L V6 24V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline,18-25,Claret Mica,Parchment,1.0,1.0,1.0,M Sport Motors,,4.7,118.0,748.0,20988.0
Lincoln,Continental Reserve,2017,33337.0,3.0L V6 24V GDI DOHC Twin Turbo,6-Speed Automatic,All-wheel Drive,Gasoline,17-25,White,Black,,,,CarMax Dulles - Offering Express Pickup and Home Delivery,,4.8,100.0,,32998.0
Land Rover,Range Rover Evoque Pure Plus,2012,66068.0,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Four-wheel Drive,Gasoline,18-28,Fuji White,Ebony,1.0,1.0,1.0,AutoNation Honda Costa Mesa,4.8,4.4,26.0,,17998.0
Honda,Civic EX,2012,150911.0,1.8L I4 16V MPFI SOHC,5-Speed Automatic,Front-wheel Drive,Gasoline,28-39,Gray,Beige,0.0,0.0,1.0,Stan's Auto Sales LLC,,4.5,336.0,,10488.0
GMC,Yukon Denali,2015,149035.0,6.2L V8 16V GDI OHV,Automatic,Four-wheel Drive,Gasoline,15-21,White Diamond Tri-Coat,Cocoa / Shale,1.0,0.0,0.0,Copple Chevrolet GMC,5.0,4.4,82.0,200.0,27495.0
Volkswagen,Tiguan 2.0T SEL Premium R-Line,2021,9564.0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-27,Stone Blue,Black,0.0,1.0,1.0,Reydel Volkswagen of Linden,4.6,4.7,16.0,1000.0,35999.0
RAM,1500 Big Horn,2020,54539.0,5.7L V8 16V MPFI OHV,8-Speed Automatic,Four-wheel Drive,Gasoline,19-24,Diamond Black,Black,0.0,0.0,1.0,Gandrud Dodge-Chrysler-Jeep-RAM,4.7,4.8,207.0,,38990.0
GMC,Sierra 2500 SLE,2020,42898.0,6.6L V8 16V GDI OHV,Automatic,Four-wheel Drive,Gasoline,,White,,0.0,0.0,1.0,Kendall Chevrolet of Marysville,,4.8,23.0,740.0,64999.0
Mercedes-Benz,C-Class C 300,2019,39217.0,,,,Gasoline,,Selenite Grey Metallic,Ash Leather Seating Inserts,0.0,1.0,1.0,Park Place Motorcars Dallas,,4.8,41.0,,33854.0
Chevrolet,Express 2500 LT,2020,53837.0,6.0L V8 16V MPFI OHV,6-Speed Automatic,Rear-wheel Drive,Gasoline,,White,Gray,0.0,,1.0,Amazing Auto Center,,5.0,1.0,,26750.0
Hyundai,Veloster RE:FLEX w/Black,2015,95224.0,1.6L I4 16V GDI DOHC,6-Speed Automatic with Auto-Shift,Front-wheel Drive,Gasoline,27-36,Boston Red,Black,0.0,0.0,0.0,Greg May Honda,4.7,4.7,43.0,,10874.0
BMW,M4,2020,20061.0,,,,,,Special Order Color,,1.0,1.0,1.0,BMW of Humboldt Bay,,4.9,1.0,1000.0,63995.0
Jeep,Grand Cherokee Laredo,2015,72473.0,3.6L V6 24V MPFI DOHC Flexible Fuel,8-Speed Automatic,Four-wheel Drive,E85 Flex Fuel,17-24,Granite Crystal Clearcoat Metallic,Black,0.0,1.0,0.0,Village Pointe Toyota,4.6,4.8,297.0,499.0,21900.0
Lincoln,Nautilus Select,2019,25228.0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Front-wheel Drive,Gasoline,21-26,Ingot Silver,Cappuccino,0.0,1.0,1.0,Parks Ford of Wesley Chapel,4.7,4.7,104.0,1487.0,32511.0
Ford,Fusion SE,2016,105682.0,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,All-wheel Drive,Gasoline,22-31,Oxford White,Dune,0.0,1.0,1.0,Torrington Ford,3.5,4.6,296.0,,12995.0
Buick,Envision Essence,2020,55914.0,2.5L I4 16V GDI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline,22-29,Summit White,Light Neutral,1.0,1.0,1.0,Nimnicht Chevrolet,4.8,4.9,43.0,600.0,26980.0
Chevrolet,Malibu LT,2021,61219.0,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,Front-wheel Drive,Gasoline,29-36,Silver Ice Metallic,Jet Black,0.0,1.0,0.0,Classic Chrysler Dodge Jeep Ram Fiat,4.5,4.9,8.0,,21991.0
Porsche,Macan Base,2022,7647.0,"2L I-4 gasoline direct injection, DOHC, variable valve control,",Automatic,All-wheel Drive,Gasoline,19-25,White,,0.0,1.0,0.0,Porsche Brooklyn,,4.4,1.0,,62999.0
Mercedes-Benz,Sprinter 3500 170 WB High Roof Extended Cargo,2022,4601.0,3.0L V6 24V DDI DOHC Turbo Diesel,7-Speed Automatic,Rear-wheel Drive,Diesel,,Arctic White,,0.0,1.0,0.0,Car Revolution,3.6,,0.0,,64995.0
Ford,Fusion S,2020,9526.0,2.5L I4 16V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline,21-31,Oxford White,Ebony,0.0,1.0,1.0,Al Piemonte Ford,2.8,4.8,73.0,1400.0,20477.0
BMW,430 i,2017,82000.0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,23-34,White,,0.0,0.0,1.0,Ted Russell Ford Kingston Pike,3.1,4.9,13.0,1995.0,23995.0
Volvo,S60 Momentum,2020,5215.0,4,Automatic,,Gasoline,,Gray,,0.0,1.0,1.0,Cherry Hill Volvo Cars,4.3,4.9,24.0,,33997.0
Acura,TL Type S w/Navigation,2008,192913.0,3.5L V6 24V MPFI SOHC,5-Speed Automatic,Front-wheel Drive,Gasoline,17-26,Black,Beige,1.0,0.0,1.0,Paniagua Automotive,,4.7,111.0,1000.0,6995.0
